gene_id,C4.gene_counts,C5.gene_counts,C7.gene_counts,T10.gene_counts,T11.gene_counts,T8.gene_counts
ENSMUSG00000120336,0,0,0,0,0,0
ENSMUSG00000109366,11,11,21,14,6,9
ENSMUSG00000097277,69,82,48,50,94,75
ENSMUSG00000120378,0,0,1,0,7,0
ENSMUSG00000120217,1,1,4,0,0,1
ENSMUSG00000109524,0,0,0,0,0,0
ENSMUSG00000120477,0,0,0,0,0,0
ENSMUSG00000055159,0,0,4,0,0,12
ENSMUSG00000108778,0,0,0,0,0,0
ENSMUSG00000086502,67,104,50,54,76,68
ENSMUSG00000120191,81,76,42,38,77,90
ENSMUSG00000103887,2,2,2,0,5,7
ENSMUSG00000100985,8,2,8,7,7,4
ENSMUSG00000109118,6,7,10,4,10,2
ENSMUSG00000120558,0,6,3,0,0,0
ENSMUSG00000120563,6,2,0,4,6,0
ENSMUSG00000120564,0,0,0,0,0,0
ENSMUSG00000120003,0,1,3,1,0,0
ENSMUSG00000108449,0,0,0,0,0,0
ENSMUSG00000108513,0,0,0,0,0,0
ENSMUSG00000120199,0,0,5,0,0,0
ENSMUSG00000120596,0,2,1,0,0,0
ENSMUSG00000086742,0,1,1,0,1,0
ENSMUSG00000109274,263,213,170,135,196,167
ENSMUSG00000097178,0,0,0,0,0,0
ENSMUSG00000110239,4,6,11,7,0,4
ENSMUSG00000120590,0,0,0,0,0,0
ENSMUSG00000120115,8,6,9,16,7,13
ENSMUSG00000108668,1,0,0,0,0,1
ENSMUSG00000110424,21,12,3,15,17,3
ENSMUSG00000087090,0,0,0,0,0,0
ENSMUSG00000120683,0,0,0,0,0,0
ENSMUSG00000120689,0,1,0,0,0,0
ENSMUSG00000085923,0,0,0,0,0,0
ENSMUSG00000097527,0,0,0,0,0,0
ENSMUSG00000120524,0,0,0,0,0,0
ENSMUSG00000120729,0,0,0,0,0,0
ENSMUSG00000097697,0,0,0,0,0,0
ENSMUSG00000120734,0,1,0,0,0,0
ENSMUSG00000120042,0,0,0,0,0,0
ENSMUSG00000101970,1479,1514,658,1222,1668,1240
ENSMUSG00000055323,5,0,3,0,2,6
ENSMUSG00000101585,5,6,0,9,5,5
ENSMUSG00000120774,16,14,24,2,6,6
ENSMUSG00000120780,0,0,0,0,0,0
ENSMUSG00000108621,219,305,106,270,400,365
ENSMUSG00000097974,0,0,0,0,0,0
ENSMUSG00000120054,6,7,3,2,8,5
ENSMUSG00000097585,7,7,8,8,5,4
ENSMUSG00000086844,0,0,0,0,0,0
ENSMUSG00000074024,12,16,8,11,20,20
ENSMUSG00000110027,0,0,0,0,0,0
ENSMUSG00000097115,2,0,0,0,0,3
ENSMUSG00000087475,7,3,3,11,1,5
ENSMUSG00000100005,0,0,0,0,0,0
ENSMUSG00000086477,3,1,1,0,5,6
ENSMUSG00000097023,0,0,0,0,0,0
ENSMUSG00000108722,5,4,3,2,8,10
ENSMUSG00000108616,0,0,0,0,0,0
ENSMUSG00000109147,4,7,7,0,4,1
ENSMUSG00000120853,0,0,0,0,0,0
ENSMUSG00000109284,0,0,0,0,0,0
ENSMUSG00000120872,1,1,1,0,0,0
ENSMUSG00000108713,0,0,0,0,0,0
ENSMUSG00000086533,83,81,62,71,75,65
ENSMUSG00000053714,11,9,3,8,3,17
ENSMUSG00000066724,12,14,27,10,16,18
ENSMUSG00000120971,11,20,2,13,25,8
ENSMUSG00000085407,0,0,0,0,0,0
ENSMUSG00000121009,0,0,0,0,0,0
ENSMUSG00000108322,15,23,2,1,10,0
ENSMUSG00000121024,0,1,0,0,0,0
ENSMUSG00000109006,0,0,0,0,0,0
ENSMUSG00000066175,17,16,18,11,19,10
ENSMUSG00000121047,1,0,1,0,1,0
ENSMUSG00000108461,1,1,0,6,0,8
ENSMUSG00000121051,0,0,0,0,0,0
ENSMUSG00000120237,0,0,0,0,0,0
ENSMUSG00000120471,0,0,0,0,0,0
ENSMUSG00000120977,0,0,0,0,10,3
ENSMUSG00000052629,0,0,0,0,0,0
ENSMUSG00000120382,10,8,3,19,3,7
ENSMUSG00000120737,0,0,0,0,0,0
ENSMUSG00000121090,0,0,0,0,0,0
ENSMUSG00000074274,16,24,21,4,16,31
ENSMUSG00000086628,0,0,0,1,0,0
ENSMUSG00000121080,0,2,0,0,0,0
ENSMUSG00000040705,11,12,15,16,20,44
ENSMUSG00000121116,0,0,0,0,0,0
ENSMUSG00000108477,1,2,4,0,3,0
ENSMUSG00000121119,9,4,4,8,2,0
ENSMUSG00000121129,3,3,3,2,0,7
ENSMUSG00000085995,96,91,23,45,71,62
ENSMUSG00000121145,0,0,0,0,0,0
ENSMUSG00000097162,31,36,55,18,21,19
ENSMUSG00000059277,39,33,33,42,16,55
ENSMUSG00000097415,5306,6112,3207,5084,7570,7913
ENSMUSG00000120985,0,0,0,0,0,0
ENSMUSG00000087088,10,24,17,18,10,9
ENSMUSG00000120135,0,0,0,0,0,2
ENSMUSG00000097471,31,48,30,18,29,25
ENSMUSG00000121183,0,0,0,0,0,0
ENSMUSG00000120896,73,57,69,72,86,78
ENSMUSG00000109656,42,22,24,12,38,51
ENSMUSG00000121201,5,1,0,1,6,3
ENSMUSG00000120671,0,2,3,0,0,0
ENSMUSG00000121203,0,0,0,0,0,2
ENSMUSG00000121207,0,0,0,0,0,0
ENSMUSG00000120885,0,0,0,0,0,0
ENSMUSG00000121210,1,1,3,0,0,0
ENSMUSG00000110357,1,1,3,1,7,3
ENSMUSG00000109251,19,7,10,7,13,3
ENSMUSG00000087412,27,19,27,12,11,19
ENSMUSG00000120837,11,6,3,0,10,1
ENSMUSG00000074887,0,0,0,0,0,0
ENSMUSG00000120894,0,0,0,0,0,0
ENSMUSG00000108393,19,13,13,13,14,18
ENSMUSG00000109644,13,12,10,6,5,21
ENSMUSG00000098708,53,76,54,49,40,46
ENSMUSG00000121219,3,3,1,2,4,0
ENSMUSG00000100094,0,0,0,0,0,0
ENSMUSG00000121220,0,0,0,0,0,0
ENSMUSG00000121221,0,0,0,5,0,3
ENSMUSG00000121222,0,0,0,0,0,0
ENSMUSG00000108801,2,3,0,5,2,4
ENSMUSG00000108724,18,38,22,28,14,14
ENSMUSG00000108626,0,0,0,0,0,0
ENSMUSG00000000031,0,0,0,0,0,0
ENSMUSG00000121230,8,6,15,5,14,10
ENSMUSG00000087138,57,74,50,40,73,79
ENSMUSG00000121231,0,0,0,0,0,0
ENSMUSG00000068151,0,0,0,0,0,0
ENSMUSG00000099137,99,87,32,63,81,128
ENSMUSG00000087178,13,11,17,14,13,28
ENSMUSG00000121235,0,0,2,0,0,0
ENSMUSG00000051885,0,0,0,0,0,0
ENSMUSG00000096999,0,0,0,0,4,0
ENSMUSG00000108977,6,0,0,0,0,0
ENSMUSG00000115783,1,1,0,0,1,1
ENSMUSG00000070348,8,8,13,6,8,16
ENSMUSG00000120825,0,0,0,0,0,0
ENSMUSG00000031072,325,285,255,275,339,323
ENSMUSG00000065446,0,0,0,0,0,0
ENSMUSG00000110301,0,0,0,0,0,0
ENSMUSG00000120140,1,1,0,0,0,0
ENSMUSG00000067121,9,8,14,3,12,3
ENSMUSG00000030651,1,0,6,5,4,4
ENSMUSG00000040364,1,1,0,0,5,0
ENSMUSG00000070564,1,2,0,1,0,4
ENSMUSG00000003273,0,0,1,0,0,0
ENSMUSG00000059824,75,49,96,62,59,51
ENSMUSG00000057342,921,788,955,701,978,806
ENSMUSG00000059070,11529,9262,14979,8261,11809,9976
ENSMUSG00000054161,8,1,3,6,13,19
ENSMUSG00000070563,0,3,0,2,0,0
ENSMUSG00000003271,12,14,19,22,6,6
ENSMUSG00000109602,21,39,39,12,23,23
ENSMUSG00000062044,14,17,13,9,9,12
ENSMUSG00000110197,1,3,2,0,0,0
ENSMUSG00000058743,9,2,5,5,8,17
ENSMUSG00000053801,624,420,662,459,563,509
ENSMUSG00000110020,0,0,0,0,0,0
ENSMUSG00000002771,8,2,0,2,8,7
ENSMUSG00000002778,861,732,1185,670,939,876
ENSMUSG00002075324,0,2,0,0,0,0
ENSMUSG00000040231,5,12,10,1,4,0
ENSMUSG00000002781,119,108,138,119,168,145
ENSMUSG00000040212,212,171,205,154,178,169
ENSMUSG00000110208,2,6,8,3,12,13
ENSMUSG00000040189,31,36,34,15,37,23
ENSMUSG00000109673,0,0,0,0,0,0
ENSMUSG00000030834,7,8,2,11,5,3
ENSMUSG00000109702,0,0,0,0,0,0
ENSMUSG00000030835,2210,1706,2356,1575,2369,1908
ENSMUSG00000109882,0,0,0,0,0,0
ENSMUSG00000096146,0,0,0,3,0,0
ENSMUSG00000003269,1029,705,821,686,880,714
ENSMUSG00000019370,6779,5351,7896,4312,6840,6213
ENSMUSG00000070802,0,0,0,0,0,0
ENSMUSG00000064689,0,0,0,0,0,0
ENSMUSG00000041141,0,0,2,0,2,0
ENSMUSG00000108348,11,23,8,12,13,4
ENSMUSG00000003099,3028,2444,2446,2285,2820,2499
ENSMUSG00000004328,114,108,95,82,80,55
ENSMUSG00000108807,0,1,1,0,0,0
ENSMUSG00000066760,1,0,0,0,0,0
ENSMUSG00000108561,0,0,0,0,0,0
ENSMUSG00000108694,0,0,0,0,0,0
ENSMUSG00000053228,0,0,0,0,0,0
ENSMUSG00000108462,0,0,0,0,0,0
ENSMUSG00000023159,0,0,0,0,0,0
ENSMUSG00000041117,1,0,1,1,3,0
ENSMUSG00000101196,0,0,0,0,0,0
ENSMUSG00000121284,0,0,0,0,0,0
ENSMUSG00000074164,0,0,0,0,0,0
ENSMUSG00000121286,0,0,0,0,0,0
ENSMUSG00000073908,0,0,0,0,0,0
ENSMUSG00000121296,0,0,0,0,0,0
ENSMUSG00000041596,0,0,0,0,0,0
ENSMUSG00000121301,0,0,0,0,0,0
ENSMUSG00000108444,0,0,0,0,0,0
ENSMUSG00000121302,0,0,0,0,0,0
ENSMUSG00000060161,0,0,0,0,0,0
ENSMUSG00000121303,0,0,0,0,0,0
ENSMUSG00000062073,0,0,0,0,0,4
ENSMUSG00000121308,0,0,0,0,0,0
ENSMUSG00000086232,0,0,0,0,0,0
ENSMUSG00000121315,0,0,0,0,0,0
ENSMUSG00000092195,0,0,0,0,0,0
ENSMUSG00000121335,0,0,0,0,0,0
ENSMUSG00000108307,4,4,3,4,0,6
ENSMUSG00000121337,0,0,0,0,3,0
ENSMUSG00000108558,0,0,0,0,0,0
ENSMUSG00000121341,0,0,0,0,0,0
ENSMUSG00000074420,0,0,0,0,0,0
ENSMUSG00000121352,0,0,0,0,0,0
ENSMUSG00000063623,0,0,0,0,0,0
ENSMUSG00000121374,2,2,3,3,1,0
ENSMUSG00000066647,0,0,0,0,0,0
ENSMUSG00000121377,47,31,45,52,38,81
ENSMUSG00000109176,0,0,0,0,0,0
ENSMUSG00000121383,0,0,0,0,0,0
ENSMUSG00000092574,0,0,0,0,0,0
ENSMUSG00000121384,0,0,0,0,0,0
ENSMUSG00000092624,0,0,0,0,0,0
ENSMUSG00000121385,0,0,0,0,0,0
ENSMUSG00000091163,0,0,0,0,0,0
ENSMUSG00000121386,0,0,0,0,0,0
ENSMUSG00000092490,0,0,0,0,0,0
ENSMUSG00000121387,0,0,0,0,0,0
ENSMUSG00000093781,0,0,0,0,0,0
ENSMUSG00000121388,0,0,0,0,0,0
ENSMUSG00000110186,0,0,0,0,0,0
ENSMUSG00000121391,0,0,0,0,0,0
ENSMUSG00000095487,0,0,0,0,0,0
ENSMUSG00000121415,0,0,0,0,0,0
ENSMUSG00000083896,0,0,0,0,0,0
ENSMUSG00000121416,0,0,0,0,0,0
ENSMUSG00000082739,0,0,0,0,0,0
ENSMUSG00000121427,0,0,0,0,0,0
ENSMUSG00000098900,0,0,0,0,0,0
ENSMUSG00000121470,0,0,0,0,5,0
ENSMUSG00000109654,0,0,0,0,0,0
ENSMUSG00000121471,0,0,0,0,0,0
ENSMUSG00000109578,0,0,0,0,0,0
ENSMUSG00000121475,0,0,0,0,0,0
ENSMUSG00000109143,0,0,0,0,0,0
ENSMUSG00000121480,0,0,0,0,0,0
ENSMUSG00000108994,0,0,0,0,0,0
ENSMUSG00000121498,0,0,0,0,0,0
ENSMUSG00000063286,449,518,197,505,525,435
ENSMUSG00000121501,3,9,4,1,4,4
ENSMUSG00000030424,0,0,0,0,0,0
ENSMUSG00000121502,0,0,1,0,0,0
ENSMUSG00000109002,0,0,0,0,0,0
ENSMUSG00000108985,0,0,0,0,0,0
ENSMUSG00000058761,808,819,474,688,905,731
ENSMUSG00000108823,10,17,6,10,1,11
ENSMUSG00000109384,0,0,0,0,0,0
ENSMUSG00000035211,4,1,2,0,2,3
ENSMUSG00000109081,0,0,0,0,0,0
ENSMUSG00000096679,0,0,0,0,0,0
ENSMUSG00000109213,0,0,0,0,0,0
ENSMUSG00000108939,0,0,0,0,0,0
ENSMUSG00000110204,0,0,0,0,0,0
ENSMUSG00000058014,0,0,0,0,0,0
ENSMUSG00000109250,0,0,0,0,0,0
ENSMUSG00000060759,0,0,0,0,0,0
ENSMUSG00000060105,0,0,0,0,0,0
ENSMUSG00000109306,0,0,0,0,0,0
ENSMUSG00000108837,0,0,0,0,0,0
ENSMUSG00000110092,0,0,0,0,0,0
ENSMUSG00000109690,0,0,0,0,0,0
ENSMUSG00000062712,0,0,0,0,0,0
ENSMUSG00000063823,0,0,0,0,0,0
ENSMUSG00000056883,0,0,0,0,0,0
ENSMUSG00000110169,0,0,0,0,0,0
ENSMUSG00000063230,0,0,0,0,0,0
ENSMUSG00000052508,0,0,0,0,0,0
ENSMUSG00000095901,0,0,0,0,0,0
ENSMUSG00000093942,0,0,0,0,0,0
ENSMUSG00000096069,0,0,0,0,0,0
ENSMUSG00000094819,0,0,0,0,0,0
ENSMUSG00000059136,0,0,0,0,0,0
ENSMUSG00000109892,0,0,0,0,0,0
ENSMUSG00000066122,0,0,0,0,0,0
ENSMUSG00000057997,0,0,0,0,0,0
ENSMUSG00000073960,0,0,0,0,0,0
ENSMUSG00000073959,0,0,0,0,0,0
ENSMUSG00000078080,0,0,0,0,0,0
ENSMUSG00000066268,0,0,0,0,0,0
ENSMUSG00000080891,0,0,0,0,0,0
ENSMUSG00000082714,0,0,0,0,0,0
ENSMUSG00000084262,0,0,0,0,0,0
ENSMUSG00000083254,0,0,0,0,0,0
ENSMUSG00000051362,0,0,0,0,0,0
ENSMUSG00000083854,0,0,0,2,0,0
ENSMUSG00000063615,0,0,0,0,0,0
ENSMUSG00000110259,0,0,0,0,0,0
ENSMUSG00000042219,0,0,0,0,0,0
ENSMUSG00000073938,0,0,0,0,0,0
ENSMUSG00000109837,0,0,0,0,0,0
ENSMUSG00000073937,0,0,0,0,0,0
ENSMUSG00000080751,0,0,0,0,0,0
ENSMUSG00000094520,0,0,0,0,0,0
ENSMUSG00000082281,0,0,0,0,0,0
ENSMUSG00000055621,0,0,0,0,0,0
ENSMUSG00000084236,0,0,0,0,0,0
ENSMUSG00000094063,0,0,0,0,0,0
ENSMUSG00000066263,0,0,0,0,0,0
ENSMUSG00000110041,0,0,0,0,0,0
ENSMUSG00000109671,0,0,0,0,0,0
ENSMUSG00000096773,0,0,0,0,0,0
ENSMUSG00000073915,0,0,0,0,0,0
ENSMUSG00000073914,0,0,0,0,0,0
ENSMUSG00000109676,0,0,0,0,0,0
ENSMUSG00000073913,0,0,0,0,0,0
ENSMUSG00000109972,0,0,0,0,0,0
ENSMUSG00000110293,0,0,0,0,0,0
ENSMUSG00000096029,0,0,0,0,0,0
ENSMUSG00000041885,0,0,0,0,0,0
ENSMUSG00000110117,0,0,0,0,0,0
ENSMUSG00000109742,0,0,0,0,0,0
ENSMUSG00000095248,0,0,0,0,0,0
ENSMUSG00000059768,0,0,0,0,0,0
ENSMUSG00000073906,0,0,0,0,0,0
ENSMUSG00000044465,570,513,447,391,494,544
ENSMUSG00000078611,0,0,0,0,0,0
ENSMUSG00000110366,0,0,0,0,0,0
ENSMUSG00000030897,0,0,0,3,0,3
ENSMUSG00000109609,0,0,0,1,0,0
ENSMUSG00000037060,0,0,0,0,0,0
ENSMUSG00000109735,0,0,0,0,0,0
ENSMUSG00000108637,0,0,0,0,0,0
ENSMUSG00000118450,0,0,0,0,0,0
ENSMUSG00000108682,0,0,0,0,0,0
ENSMUSG00000052974,0,0,0,0,0,0
ENSMUSG00000086868,0,0,0,0,0,0
ENSMUSG00000108306,0,0,0,0,0,0
ENSMUSG00000078787,64,77,31,45,80,104
ENSMUSG00000058709,3458,3181,3622,2630,3477,3727
ENSMUSG00000053291,106,103,59,79,66,66
ENSMUSG00000095538,0,0,0,0,0,0
ENSMUSG00000093348,0,0,0,0,0,0
ENSMUSG00000089661,1,1,0,0,0,1
ENSMUSG00000061479,2142,1767,2792,1629,2364,1965
ENSMUSG00000078786,147,172,133,143,156,158
ENSMUSG00000080533,0,0,0,0,0,0
ENSMUSG00000003752,136,113,168,89,172,84
ENSMUSG00000003762,426,360,473,351,463,344
ENSMUSG00000084974,17,11,3,10,8,22
ENSMUSG00000108378,0,1,0,0,0,0
ENSMUSG00000063160,39,38,45,15,53,59
ENSMUSG00000083622,0,0,0,0,0,0
ENSMUSG00000040488,10,9,11,7,15,4
ENSMUSG00000089832,1532,1359,1465,1073,1287,1443
ENSMUSG00000092367,0,0,0,0,0,0
ENSMUSG00000011751,19,21,22,3,18,13
ENSMUSG00000108416,0,0,0,0,0,0
ENSMUSG00000040466,1854,1238,1992,1479,2606,2690
ENSMUSG00000082016,12,5,12,3,9,10
ENSMUSG00000055200,342,145,327,228,261,190
ENSMUSG00000008384,583,386,740,452,597,442
ENSMUSG00000053198,10,6,16,16,23,17
ENSMUSG00000087371,0,0,0,0,0,0
ENSMUSG00000040424,3,0,0,1,6,1
ENSMUSG00000119958,0,0,0,0,0,0
ENSMUSG00000003363,701,507,721,518,539,468
ENSMUSG00000092517,1,0,0,3,0,0
ENSMUSG00000006311,1,0,0,0,0,0
ENSMUSG00000036733,5,9,3,7,4,13
ENSMUSG00000094365,0,0,0,0,0,1
ENSMUSG00000120870,1,0,1,4,0,2
ENSMUSG00000078762,205,207,143,110,185,228
ENSMUSG00000049761,0,0,0,0,0,0
ENSMUSG00000013083,0,0,0,0,0,0
ENSMUSG00000066620,0,0,0,0,0,0
ENSMUSG00000005553,10,13,6,11,29,22
ENSMUSG00000006315,317,232,365,218,321,272
ENSMUSG00000097320,11,9,11,3,18,6
ENSMUSG00000061099,8,13,0,17,6,1
ENSMUSG00000098146,7,5,3,0,1,1
ENSMUSG00000120950,2,3,1,4,0,6
ENSMUSG00000030898,0,0,0,0,0,0
ENSMUSG00000031073,0,0,0,0,0,0
ENSMUSG00000093420,0,0,0,0,0,0
ENSMUSG00000119732,0,0,0,0,0,0
ENSMUSG00000093683,0,0,0,0,0,0
ENSMUSG00000105314,0,0,0,0,0,0
ENSMUSG00000074366,0,0,0,0,0,0
ENSMUSG00000104759,0,0,0,0,0,0
ENSMUSG00000105410,0,0,0,0,0,0
ENSMUSG00000092576,0,0,0,0,0,0
ENSMUSG00000041583,0,0,0,0,0,0
ENSMUSG00000041578,0,0,0,0,0,0
ENSMUSG00000074365,0,0,0,0,0,0
ENSMUSG00000106050,0,0,0,0,0,0
ENSMUSG00000041571,2303,1837,2730,1574,2407,1917
ENSMUSG00000041560,7188,5719,9221,5400,7487,5920
ENSMUSG00000080478,10,1,0,0,0,6
ENSMUSG00000093249,0,0,0,0,0,0
ENSMUSG00000074364,1070,878,1023,676,1056,1017
ENSMUSG00000070808,12190,9900,8178,8838,11359,10269
ENSMUSG00000109984,41,42,11,45,54,30
ENSMUSG00000120250,281,275,388,213,290,343
ENSMUSG00000078796,12,16,12,9,17,17
ENSMUSG00000006024,2620,1720,1803,2075,2110,1820
ENSMUSG00000006021,477,418,478,338,383,427
ENSMUSG00000030376,1,3,0,2,1,3
ENSMUSG00000025102,179,148,192,145,208,214
ENSMUSG00000109485,5,8,2,11,14,5
ENSMUSG00000109427,1,8,0,0,4,4
ENSMUSG00000025103,1395,1463,1486,1109,1638,1275
ENSMUSG00000120034,0,0,0,0,0,0
ENSMUSG00000038623,974,935,585,600,737,537
ENSMUSG00000109110,3,2,1,1,4,0
ENSMUSG00000109243,37,73,9,28,24,26
ENSMUSG00000025104,43,33,3,33,21,17
ENSMUSG00000109090,0,0,0,0,0,0
ENSMUSG00000110360,4,4,5,14,4,6
ENSMUSG00000007946,0,0,1,0,0,0
ENSMUSG00000032737,336,236,250,289,335,432
ENSMUSG00000073985,3,1,1,0,0,7
ENSMUSG00000032725,0,0,0,0,0,0
ENSMUSG00000110295,0,0,0,0,0,0
ENSMUSG00000001827,0,0,0,0,0,0
ENSMUSG00002075134,0,0,0,0,0,0
ENSMUSG00000078630,35,25,15,29,16,19
ENSMUSG00000030842,1444,1098,1543,979,1316,1223
ENSMUSG00000064307,9,9,8,6,12,10
ENSMUSG00000066306,5912,4882,4883,4312,5759,5092
ENSMUSG00000110150,1,0,0,0,2,2
ENSMUSG00000109872,0,0,0,0,0,0
ENSMUSG00000110287,1,0,0,0,1,0
ENSMUSG00000070427,633,639,256,446,605,558
ENSMUSG00000070426,1974,1607,2038,1354,1936,1869
ENSMUSG00000099481,535,609,170,411,547,585
ENSMUSG00000030649,393,296,389,284,359,375
ENSMUSG00000109357,0,0,0,0,0,0
ENSMUSG00000033917,735,530,767,472,818,548
ENSMUSG00000033904,1371,1124,646,1119,1545,1403
ENSMUSG00000030982,1477,1230,1563,1125,1587,1263
ENSMUSG00000108979,0,1,0,6,0,0
ENSMUSG00000109303,6,0,4,8,12,2
ENSMUSG00000109379,12,0,6,14,5,6
ENSMUSG00000077667,2,0,0,0,0,0
ENSMUSG00000030980,617,631,541,464,805,808
ENSMUSG00000073856,11,6,5,7,8,3
ENSMUSG00000109517,0,0,0,0,0,0
ENSMUSG00000008734,0,0,1,0,0,0
ENSMUSG00000091205,0,0,0,0,0,0
ENSMUSG00000030976,0,0,0,0,0,0
ENSMUSG00000110026,0,0,0,0,0,0
ENSMUSG00000109917,0,0,0,0,0,0
ENSMUSG00000101546,0,0,0,0,0,0
ENSMUSG00000039990,1287,1051,665,1148,1276,1184
ENSMUSG00000030981,1,0,0,1,0,4
ENSMUSG00000030979,324,262,344,257,340,334
ENSMUSG00000030983,1125,822,911,806,1128,1019
ENSMUSG00000081431,0,6,3,2,0,0
ENSMUSG00000109635,3,0,0,1,9,4
ENSMUSG00000053111,0,0,0,0,0,0
ENSMUSG00000030986,824,696,864,602,951,777
ENSMUSG00000108928,0,0,0,0,0,0
ENSMUSG00000077683,0,0,0,0,0,0
ENSMUSG00000109204,0,0,0,0,0,0
ENSMUSG00000109289,0,0,0,0,0,0
ENSMUSG00000109344,0,0,0,0,0,0
ENSMUSG00000030603,2217,1766,2452,1544,2461,1925
ENSMUSG00000109262,0,0,0,0,0,0
ENSMUSG00000047730,1,0,0,0,0,0
ENSMUSG00000064793,0,0,0,0,0,0
ENSMUSG00000078776,3,0,0,0,1,4
ENSMUSG00000109015,10,12,4,15,22,8
ENSMUSG00000046865,2519,1771,2400,1753,2307,1874
ENSMUSG00000002409,333,300,312,335,344,266
ENSMUSG00000108968,0,0,0,0,0,2
ENSMUSG00000109502,0,0,0,0,0,0
ENSMUSG00000046058,4,0,3,10,0,3
ENSMUSG00000070705,15,22,23,19,19,15
ENSMUSG00000046750,0,0,0,0,0,0
ENSMUSG00000003436,5,2,1,0,0,7
ENSMUSG00000003438,1231,996,1477,923,1325,1060
ENSMUSG00000003435,6024,4690,5709,4290,5766,5008
ENSMUSG00000109168,0,0,0,0,0,0
ENSMUSG00000121575,0,0,0,0,0,0
ENSMUSG00000121423,0,0,0,0,0,0
ENSMUSG00000110199,0,0,0,0,0,0
ENSMUSG00000025479,0,0,1,0,0,0
ENSMUSG00000025480,0,1,1,0,7,4
ENSMUSG00000107816,0,0,0,0,0,0
ENSMUSG00000060314,0,0,0,0,0,4
ENSMUSG00000110136,0,0,0,0,0,0
ENSMUSG00000025481,0,0,0,0,0,0
ENSMUSG00000099590,0,0,0,3,0,0
ENSMUSG00000038801,0,0,0,0,0,2
ENSMUSG00000025482,1,2,0,0,0,0
ENSMUSG00000025484,308,303,333,237,331,289
ENSMUSG00000025485,1528,1295,1457,1107,1645,1341
ENSMUSG00000025486,215,209,171,182,196,220
ENSMUSG00000025487,1795,1403,2037,1436,1964,1789
ENSMUSG00000083396,28,21,10,22,30,29
ENSMUSG00000025488,2,0,0,0,0,0
ENSMUSG00000109628,0,0,0,0,0,0
ENSMUSG00000038745,0,1,0,0,0,0
ENSMUSG00000062031,374,343,401,293,404,350
ENSMUSG00000025489,1,0,0,0,0,0
ENSMUSG00000110104,0,0,0,0,0,0
ENSMUSG00000060591,1,3,6,0,0,4
ENSMUSG00000025491,2,3,0,12,0,0
ENSMUSG00000110355,0,1,0,0,1,0
ENSMUSG00000120542,1,0,0,0,0,0
ENSMUSG00000121233,0,0,0,0,0,0
ENSMUSG00000025492,10,23,29,31,12,22
ENSMUSG00000059108,3,6,3,6,4,0
ENSMUSG00000091441,0,0,0,0,0,0
ENSMUSG00000109703,0,0,0,0,0,0
ENSMUSG00000120649,0,0,0,0,0,0
ENSMUSG00000055629,2,2,0,0,0,3
ENSMUSG00000054065,743,493,772,417,757,546
ENSMUSG00000025494,565,528,492,438,566,489
ENSMUSG00000054662,0,0,0,0,0,0
ENSMUSG00002076275,0,0,0,0,0,0
ENSMUSG00000048574,0,0,0,0,1,0
ENSMUSG00000090619,0,0,0,0,0,0
ENSMUSG00000092257,0,0,0,2,0,0
ENSMUSG00000108562,0,0,0,0,0,0
ENSMUSG00000090967,0,0,0,0,0,0
ENSMUSG00000092370,0,0,0,0,0,0
ENSMUSG00000092411,0,0,0,0,0,0
ENSMUSG00000092382,0,0,0,0,0,0
ENSMUSG00000070621,0,0,0,0,0,0
ENSMUSG00000030463,0,0,0,0,0,0
ENSMUSG00000092301,0,0,1,0,0,0
ENSMUSG00000092416,275,309,143,292,379,389
ENSMUSG00000092505,0,0,1,0,1,0
ENSMUSG00000108491,0,0,0,0,0,0
ENSMUSG00000094462,0,0,0,0,0,0
ENSMUSG00002075211,0,0,0,0,0,0
ENSMUSG00000074158,12,13,1,12,13,16
ENSMUSG00000069727,25,52,6,28,21,34
ENSMUSG00000091594,0,0,0,0,0,0
ENSMUSG00000092554,0,0,0,0,0,0
ENSMUSG00000092238,0,0,0,0,0,0
ENSMUSG00000091926,0,0,0,0,0,0
ENSMUSG00000092225,0,0,0,0,0,0
ENSMUSG00000092191,0,0,0,0,0,0
ENSMUSG00000090751,0,1,0,0,0,0
ENSMUSG00000080892,0,0,0,0,0,0
ENSMUSG00000044609,2,1,0,0,4,0
ENSMUSG00002076157,0,0,0,0,0,0
ENSMUSG00000110076,0,0,0,0,0,0
ENSMUSG00000109763,0,0,0,0,0,0
ENSMUSG00000110190,0,0,0,0,0,0
ENSMUSG00000109985,0,0,0,0,0,0
ENSMUSG00000110307,0,0,0,0,0,0
ENSMUSG00000110149,0,0,0,0,0,0
ENSMUSG00000110024,0,0,0,0,0,0
ENSMUSG00000109694,0,0,0,0,0,0
ENSMUSG00000109969,0,0,0,0,0,0
ENSMUSG00000110066,0,0,0,0,0,0
ENSMUSG00000090714,0,0,0,0,0,0
ENSMUSG00000109595,0,0,0,0,0,0
ENSMUSG00000110379,0,0,0,0,0,0
ENSMUSG00000110421,0,0,0,0,0,0
ENSMUSG00000110112,0,0,0,0,0,0
ENSMUSG00000109798,0,0,0,0,0,0
ENSMUSG00000110192,0,0,0,0,0,0
ENSMUSG00000109976,0,0,0,0,0,0
ENSMUSG00002074860,0,0,0,0,0,0
ENSMUSG00000095936,0,0,0,0,0,0
ENSMUSG00000110420,0,0,0,0,0,0
ENSMUSG00002076061,0,0,0,0,0,0
ENSMUSG00000109979,0,0,0,0,0,0
